"cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hypothyroidism","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Depressive disorder","Flag","count","integer","5","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Depressive disorder","Flag","percentage","percentage","0.357142857142857","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hypertension","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hypertension","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Anxiety","Flag","count","integer","63","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Anxiety","Flag","percentage","percentage","4.5","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Diabetes 1","Flag","count","integer","4","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Diabetes 1","Flag","percentage","percentage","0.285714285714286","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Osteoporosis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","min","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","q05","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","q25","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","median","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","q75","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","q95","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","max","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","mean","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Myocardial infarction","Count","sd","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","min","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q05","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q25","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","median","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q75","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q95","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","max","integer","1","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","mean","numeric","0.000714285714285714","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","sd","numeric","0.0267261241912424","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Number subjects",NA,"count","integer","1246","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Number records",NA,"count","integer","1246","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"min","date","3285119-02-22","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"q05","date","3458040-12-19","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"q25","date","3630726-03-29","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"median","date","3889990-09-13","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"q75","date","4149255-02-28","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"q95","date","4494862-04-04","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort start date",NA,"max","date","4616924-09-21","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"min","date","2009-10-19","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"q05","date","2013-09-20","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"q25","date","2016-10-01","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"median","date","2021-07-11","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"q75","date","2023-06-07","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"q95","date","2023-06-14","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Cohort end date",NA,"max","date","2023-06-23","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"min","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"q05","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"q25","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"median","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"q75","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"q95","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"max","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"mean","integer","15","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age",NA,"sd","integer","0","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Sex","Female","count","integer","1246","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Sex","Female","percentage","integer","100","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"min","integer","391","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"q05","numeric","1042.5","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"q25","numeric","2745.75","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"median","numeric","4060.5","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"q75","integer","5160","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"q95","numeric","5418.75","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"max","integer","5474","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"mean","numeric","3794.99518459069","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Prior observation",NA,"sd","numeric","1431.76961193606","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"min","integer","0","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"q05","numeric","160.75","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"q25","integer","887","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"median","numeric","1582.5","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"q75","integer","2714","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"q95","numeric","4183.25","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"max","integer","4914","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"mean","numeric","1824.86436597111","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Future observation",NA,"sd","numeric","1251.99491064757","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age group","0 to 15","count","integer","1246","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Age group","0 to 15","percentage","integer","100","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Calicum channel blockers","Flag","count","integer","4","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Calicum channel blockers","Flag","percentage","percentage","0.321027287319422","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Antineoplastic agents","Flag","count","integer","3","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Antineoplastic agents","Flag","percentage","percentage","0.240770465489567","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Diuretics","Flag","count","integer","0","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Diuretics","Flag","percentage","percentage","0","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Diuretics","Flag","count","integer","0","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Diuretics","Flag","percentage","percentage","0","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","vac_cohort","overall","overall","Antidepressants","Flag","count","integer","9","table and window","medications and -30 to -1"
